+------------+--------+-------------+----------+
| tournament | player | prize_money | position |
|       4018 |    224 |        NULL |        9 |
|       4018 |    289 |        NULL |       10 |
|       4018 |    321 |        NULL |        7 |
|       4018 |    415 |        NULL |       14 |
|       4018 |    645 |        NULL |       16 |
|       4032 |     41 |        NULL |        4 |
|       4032 |     53 |        NULL |        7 |
|       4032 |     72 |        NULL |        1 |
|       4032 |    164 |        NULL |        2 |
|       4032 |    172 |        NULL |        3 |
|       4032 |    336 |        NULL |        6 |
|       4032 |    392 |        NULL |        5 |
|       4043 |     10 |        NULL |        1 |
|       4043 |    187 |        NULL |        9 |
|       4043 |    267 |        NULL |        2 |
|       4043 |    332 |        NULL |       10 |
|       4043 |    356 |        NULL |        3 |
|       4043 |    416 |        NULL |       12 |
|       4043 |    429 |        NULL |       13 |
|       4043 |    460 |        NULL |        4 |
|       4043 |    465 |        NULL |        5 |
|       4043 |    498 |        NULL |       11 |
|       4043 |    520 |        NULL |       16 |
|       4043 |    589 |        NULL |       14 |
|       4043 |    641 |        NULL |        6 |
|       4071 |     50 |        NULL |        1 |
|       4071 |     52 |        NULL |        2 |
|       4071 |    312 |        NULL |        3 |
|       4071 |    508 |        NULL |        4 |
|       4071 |    527 |        NULL |        6 |
|       4071 |    588 |        NULL |        5 |
|       4071 |    646 |        NULL |       13 |
|       4085 |    121 |        NULL |        2 |
|       4085 |    165 |        NULL |        3 |
|       4085 |    189 |        NULL |       10 |
|       4085 |    222 |        NULL |        1 |
|       4085 |    535 |        NULL |        6 |
|       4085 |    708 |        NULL |        8 |
|       4085 |    715 |        NULL |        5 |
|       4085 |    790 |        NULL |        7 |
|       4085 |    947 |        NULL |       12 |
|       4085 |    971 |        NULL |        9 |
|       4085 |   1174 |        NULL |       15 |
|       4085 |   1199 |        NULL |       16 |
|       4085 |   1216 |        NULL |       14 |
|       4085 |   1368 |        NULL |       13 |
|       4099 |     78 |        NULL |        5 |
|       4099 |    102 |        NULL |        1 |
|       4099 |    140 |        NULL |        2 |
|       4099 |    150 |        NULL |        3 |
|       4099 |    202 |        NULL |        6 |
|       4099 |    283 |        NULL |       10 |
|       4099 |    294 |        NULL |        4 |
|       4099 |    328 |        NULL |       13 |
|       4099 |    350 |        NULL |        7 |
|       4099 |    387 |        NULL |       12 |
|       4099 |    581 |        NULL |        8 |
|       4099 |    601 |        NULL |       11 |
|       4099 |    808 |        NULL |        9 |
|       4099 |    840 |        NULL |       15 |
|       4099 |   1047 |        NULL |       16 |
|       4099 |   1116 |        NULL |       14 |
|       4127 |    454 |        NULL |        4 |
|       4127 |    495 |        NULL |        1 |
|       4127 |    515 |        NULL |        2 |
|       4148 |      4 |        NULL |        2 |
|       4148 |      5 |        NULL |        8 |
|       4148 |      7 |        NULL |        1 |
|       4148 |     13 |        NULL |       14 |
|       4148 |     14 |        NULL |       13 |
|       4148 |     22 |        NULL |       15 |
|       4148 |     36 |        NULL |        3 |
|       4148 |     51 |        NULL |       16 |
|       4148 |     55 |        NULL |        5 |
|       4148 |     63 |        NULL |        9 |
|       4148 |     82 |        NULL |        7 |
|       4148 |    137 |        NULL |        4 |
|       4148 |    171 |        NULL |       12 |
|       4148 |    194 |        NULL |        6 |
|       4148 |    300 |        NULL |       11 |
|       4148 |   1352 |        NULL |       10 |
|       4291 |    240 |        NULL |        1 |
|       4296 |     27 |        NULL |        4 |
|       4296 |     49 |        NULL |        1 |
|       4296 |     59 |        NULL |        2 |
|       4296 |    145 |        NULL |        8 |
|       4296 |    160 |        NULL |        3 |
|       4296 |    257 |        NULL |       10 |
|       4296 |    285 |        NULL |        5 |
|       4296 |    652 |        NULL |       12 |
|       4296 |    663 |        NULL |       14 |
|       4313 |    153 |        NULL |        7 |
|       4313 |    172 |        NULL |        3 |
|       4313 |    185 |        NULL |        1 |
|       4313 |    193 |        NULL |        2 |
|       4313 |    292 |        NULL |        4 |
|       4313 |    360 |        NULL |        8 |
|       4313 |    363 |        NULL |        6 |
|       4319 |     72 |        NULL |        3 |
|       4319 |     96 |        NULL |        2 |
|       4319 |    290 |        NULL |        4 |
|       4319 |    292 |        NULL |        1 |
|       4379 |      4 |        NULL |        1 |
|       4379 |     14 |        NULL |        2 |
|       4379 |     29 |        NULL |        4 |
|       4379 |     33 |        NULL |        3 |
|       4397 |     14 |        NULL |        1 |
|       4397 |     20 |        NULL |        5 |
|       4397 |     26 |        NULL |        9 |
|       4397 |     38 |        NULL |        2 |
|       4397 |     44 |        NULL |        3 |
|       4397 |     57 |        NULL |       12 |
|       4397 |    128 |        NULL |       10 |
|       4397 |    151 |        NULL |       16 |
|       4397 |    160 |        NULL |        4 |
|       4397 |    164 |        NULL |        7 |
|       4397 |    167 |        NULL |        8 |
|       4397 |    184 |        NULL |       13 |
|       4397 |    201 |        NULL |       15 |
|       4397 |    221 |        NULL |       14 |
|       4397 |    224 |        NULL |        6 |
|       4397 |    306 |        NULL |       11 |
|       4463 |     14 |        NULL |        1 |
|       4463 |     59 |        NULL |        3 |
|       4463 |     74 |        NULL |        2 |
|       4483 |     32 |        NULL |        1 |
|       4483 |     81 |        NULL |        2 |
|       4483 |    172 |        NULL |        3 |
|       4503 |     11 |        NULL |        1 |
|       4503 |     38 |        NULL |        2 |
|       4503 |    200 |        NULL |        3 |
|       4523 |     38 |        NULL |        1 |
|       4523 |     94 |        NULL |        3 |
|       4523 |    200 |        NULL |        2 |
|       4549 |     10 |        NULL |        1 |
|       4549 |    123 |        NULL |        4 |
|       4549 |    163 |        NULL |        3 |
|       4549 |    174 |        NULL |        2 |
|       4550 |     26 |        NULL |        1 |
|       4550 |     58 |        NULL |        2 |
|       4550 |    123 |        NULL |        3 |
|       4550 |    140 |        NULL |        4 |
|       4551 |     10 |        NULL |        1 |
|       4551 |     41 |        NULL |        3 |
|       4551 |    118 |        NULL |        4 |
|       4551 |    144 |        NULL |        2 |
|       4552 |     10 |        NULL |        1 |
|       4552 |     88 |        NULL |        2 |
|       4552 |    108 |        NULL |        3 |
|       4552 |    227 |        NULL |        4 |
|       4553 |     15 |        NULL |        4 |
|       4553 |     50 |        NULL |        1 |
|       4553 |    139 |        NULL |        2 |
|       4553 |    152 |        NULL |        3 |
|       4554 |     50 |        NULL |        4 |
|       4554 |     75 |        NULL |        1 |
|       4554 |    115 |        NULL |        3 |
|       4554 |    165 |        NULL |        2 |
|       4555 |     41 |        NULL |        2 |
|       4555 |    165 |        NULL |        1 |
|       4555 |    172 |        NULL |        4 |
|       4555 |    189 |        NULL |        3 |
|       4667 |    111 |        NULL |        1 |
|       4967 |     30 |        NULL |        2 |
|       4967 |     38 |        NULL |        1 |
|       4968 |     16 |        NULL |        1 |
|       4968 |     36 |        NULL |        2 |
|       4969 |      2 |        NULL |        1 |
|       4969 |    114 |        NULL |        2 |
|       4970 |     14 |        NULL |        1 |
|       4970 |     66 |        NULL |        2 |
|       4971 |     14 |        NULL |        1 |
|       4971 |    143 |        NULL |        2 |
|       4972 |      1 |        NULL |        1 |
|       4972 |     64 |        NULL |        2 |
|       4973 |     29 |        NULL |        1 |
|       4973 |     82 |        NULL |        2 |
|       4974 |     37 |        NULL |        1 |
|       4974 |    383 |        NULL |        2 |
|       4975 |     31 |        NULL |        2 |
|       4975 |    143 |        NULL |        1 |
|       4976 |      5 |        NULL |        1 |
|       4976 |    494 |        NULL |        2 |
|       4977 |      3 |        NULL |        2 |
|       4977 |     21 |        NULL |        1 |
|       4978 |      3 |        NULL |        1 |
|       4978 |     65 |        NULL |        2 |
|       4979 |     38 |        NULL |        1 |
|       4979 |    114 |        NULL |        2 |
|       4981 |     20 |        NULL |        1 |
|       4981 |    105 |        NULL |        2 |
|       4982 |     38 |        NULL |        1 |
|       4982 |    143 |        NULL |        2 |
|       4983 |      1 |        NULL |        2 |
|       4983 |     16 |        NULL |        1 |
|       4984 |      5 |        NULL |        1 |
|       4984 |    105 |        NULL |        2 |
|       4985 |      2 |        NULL |        1 |
|       4985 |      3 |        NULL |        2 |
|       5046 |     14 |        NULL |        1 |
|       5046 |    297 |        NULL |        2 |
|       5058 |     10 |        NULL |        1 |
|       5058 |     19 |        NULL |        2 |
|       5058 |     61 |        NULL |        3 |
|       5058 |    144 |        NULL |        4 |
|       5072 |      8 |        NULL |        4 |
|       5072 |     10 |        NULL |        1 |
|       5072 |     12 |        NULL |        2 |
|       5072 |    142 |        NULL |        3 |
|       5086 |      5 |        NULL |        7 |
|       5086 |      6 |        NULL |        6 |
|       5086 |      8 |        NULL |        8 |
|       5086 |     10 |        NULL |        3 |
|       5086 |     12 |        NULL |        2 |
|       5086 |     17 |        NULL |        4 |
|       5086 |     36 |        NULL |        1 |
|       5086 |     57 |        NULL |       14 |
|       5086 |    128 |        NULL |        5 |
|       5086 |    129 |        NULL |        9 |
|       5086 |    139 |        NULL |       11 |
|       5086 |    149 |        NULL |       13 |
|       5086 |    208 |        NULL |       10 |
